id,name,address,grade,tnp,twp,tt,nf,fo,mo,fq,mq,arr,attendance %,ias,fee_late,teacher_rating,previous_visits,assignment,assignment_due_date,assignment_submitted,summary_self_check_in,ge,email,phone
1436,Arpan Hamal,Biratnagar,12,92,70,0.26,17,Service,Housewife,UM,IL,Y,50.08,27,"Paid,Paid,Paid",4,5,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","21/02/2023 13:59:59,22/03/2023 17:59:59,11/04/2023 01:59:59,02/05/2023 13:59:59","To be fair, I'm tense because Biology is hard to keep up with.",F,arpan.hamal1436@school.edu,555-2436
1043,Anmol Malla,Pokhara,10,5,34,0.94,4,Business,Retired,12,PG,Y,77.5,46,"Paid,Paid,Paid",1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 08:59:59,09/03/2023 02:59:59,27/03/2023 09:59:59,17/04/2023 03:59:59",I'm feeling confused because Chemistry is where I'm struggling the most.,M,anmol.malla1043@school.edu,555-2043
1243,Anmol Khadka,Birgunj,11,3,11,0.51,15,Business,Retired,10,10,N,63.24,67,"Paid,Overdue,Paid",5,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 01:59:59,11/03/2023 15:59:59,30/03/2023 14:59:59,25/04/2023 09:59:59","To be fair, I'm irritable because Physics is causing me some anxiety.",M,anmol.khadka1243@school.edu,555-2243
1304,Sandeep Adhikari,Itahari,9,88,87,1.16,3,Business,Housewife,10,10,N,91.6,88,"Paid,Paid,Paid",5,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 20:59:59,09/03/2023 13:59:59,30/03/2023 11:59:59,15/04/2023 05:59:59","Feeling determined, and Nepali is going well.",F,sandeep.adhikari1304@school.edu,555-2304
1288,Dayahang Gurung,Butwal,12,84,63,0.42,3,Farmer,Service,12,12,Y,62.17,40,"Paid,Paid,Paid",4,6,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","24/02/2023 17:59:59,19/03/2023 13:59:59,05/04/2023 14:59:59,25/04/2023 19:59:59","Honestly, I'm hopeless because Mathematics is where I'm struggling the most.",F,dayahang.gurung1288@school.edu,555-2288
1398,Swastima Pathak,Biratnagar,11,89,95,0.58,14,Farmer,Retired,IL,UM,N,85.12,97,"Paid,Paid,Overdue",1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 02:59:59,06/03/2023 22:59:59,29/03/2023 07:59:59,26/04/2023 13:59:59","Feeling resilient, and English is manageable.",M,swastima.pathak1398@school.edu,555-2398
1308,Priyanka Hamal,Ghorahi,11,91,91,1.33,5,Other,Service,12,10,N,88.91,92,"Paid,Overdue,Paid",4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","13/02/2023 06:59:59,09/03/2023 20:59:59,31/03/2023 15:59:59,21/04/2023 17:59:59","Currently satisfied, and English is manageable.",M,priyanka.hamal1308@school.edu,555-2308
1438,Barsha Magar,Dharan,10,97,96,1.76,18,Farmer,Others,IL,10,N,88.55,83,"Paid,Paid,Paid",2,4,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 12:59:59,05/03/2023 14:59:59,27/03/2023 15:59:59,17/04/2023 06:59:59","Mostly normal, and Physics is moving along.",F,barsha.magar1438@school.edu,555-2438
1426,Shilpa Baniya,Dhangadhi,10,24,80,1.2,7,Service,Retired,PG,UM,Y,62.22,13,"Paid,Paid,Paid",4,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 14:59:59,10/03/2023 15:59:59,30/03/2023 04:59:59,18/04/2023 16:59:59","To be fair, I'm anxious because Physics is confusing for me.",F,shilpa.baniya1426@school.edu,555-2426
1044,Saugat Baniya,Kathmandu,12,100,91,1.17,13,Retired,Retired,UM,Degree,N,92.75,80,"Paid,Overdue,Paid",3,2,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 07:59:59,10/03/2023 07:59:59,02/04/2023 09:59:59,20/04/2023 16:59:59","Doing fine, and Chemistry is moving along.",M,saugat.baniya1044@school.edu,555-2044
1122,Shilpa Shrestha,Janakpur,9,86,52,1.75,20,Farmer,Business,Degree,PG,Y,57.69,40,"Paid,Overdue,Overdue",4,8,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","22/02/2023 04:59:59,25/03/2023 01:59:59,11/04/2023 04:59:59,29/04/2023 16:59:59","Lately, I've been distracted because Nepali is too much right now.",F,shilpa.shrestha1122@school.edu,555-2122
1301,Saugat Raut,Ghorahi,11,95,54,1.59,11,Retired,Housewife,10,12,Y,54.88,41,"Paid,Paid,Paid",3,6,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","20/02/2023 01:59:59,20/03/2023 16:59:59,12/04/2023 16:59:59,03/05/2023 07:59:59",I'm feeling worried because Physics is too much right now.,M,saugat.raut1301@school.edu,555-2301
1379,Barsha Rai,Janakpur,9,34,67,0.23,20,Service,Business,UM,12,N,63.22,6,"Paid,Paid,Paid",2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 23:59:59,12/03/2023 07:59:59,28/03/2023 20:59:59,17/04/2023 19:59:59","Lately, I've been hopeless because English is too much right now.",F,barsha.rai1379@school.edu,555-2379
1496,Shilpa Rai,Biratnagar,12,90,54,0.58,13,Service,Service,Degree,IL,Y,46.47,38,"Paid,Overdue,Paid",2,10,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","28/02/2023 04:59:59,20/03/2023 19:59:59,05/04/2023 06:59:59,30/04/2023 06:59:59",I'm feeling distracted because Biology is confusing for me.,F,shilpa.rai1496@school.edu,555-2496
1446,Arpan Hamal,Janakpur,11,18,54,0.48,14,Retired,Business,PG,IL,N,94.72,56,"Paid,Paid,Paid",4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","16/02/2023 04:59:59,12/03/2023 01:59:59,30/03/2023 23:59:59,20/04/2023 05:59:59","Mostly a bit tired, and English is part of my routine.",F,arpan.hamal1446@school.edu,555-2446
1328,Priyanka Pathak,Lalitpur,11,83,69,1.27,15,Farmer,Service,PG,Degree,Y,63.58,40,"Paid,Paid,Paid",2,9,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","23/02/2023 12:59:59,20/03/2023 10:59:59,13/04/2023 07:59:59,01/05/2023 13:59:59","Currently, I'm isolated because Biology is causing me some anxiety.",F,priyanka.pathak1328@school.edu,555-2328
1231,Shrinkhala Pathak,Kathmandu,12,73,31,1.88,18,Business,Housewife,PG,12,Y,93.94,29,"Paid,Paid,Paid",4,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","15/02/2023 04:59:59,11/03/2023 20:59:59,31/03/2023 12:59:59,17/04/2023 18:59:59","Lately, I've been stressed because Chemistry is too much right now.",M,shrinkhala.pathak1231@school.edu,555-2231
1199,Namrata Paudel,Ghorahi,9,60,73,1.59,8,Retired,Service,12,PG,Y,69.69,34,"Overdue,Overdue,Paid",1,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 16:59:59,12/03/2023 16:59:59,01/04/2023 15:59:59,19/04/2023 08:59:59","To be fair, I'm burnt out because English is taking up all my energy.",F,namrata.paudel1199@school.edu,555-2199
1100,Shilpa Basnet,Butwal,11,98,89,1.95,18,Other,Service,UM,Degree,N,91.51,84,"Paid,Paid,Paid",2,3,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 07:59:59,09/03/2023 01:59:59,30/03/2023 01:59:59,25/04/2023 23:59:59","Mostly steady, and Biology is just another task.",F,shilpa.basnet1100@school.edu,555-2100
1138,Priyanka Khatiwada,Birgunj,9,85,87,1.43,17,Farmer,Others,12,10,N,92.2,82,"Paid,Paid,Paid",4,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","12/02/2023 15:59:59,11/03/2023 19:59:59,29/03/2023 20:59:59,16/04/2023 15:59:59","Things are neutral, and Physics is part of my routine.",M,priyanka.khatiwada1138@school.edu,555-2138
1387,Shilpa Thapa,Itahari,11,97,67,0.46,14,Retired,Others,PG,Degree,N,76.36,41,"Paid,Paid,Overdue",2,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 06:59:59,06/03/2023 14:59:59,02/04/2023 10:59:59,24/04/2023 02:59:59","Honestly, I'm overwhelmed because Biology is too much right now.",F,shilpa.thapa1387@school.edu,555-2387
1402,Paras Khatiwada,Ghorahi,12,93,89,0.11,12,Other,Others,IL,IL,N,88.24,99,"Paid,Paid,Paid",5,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","15/02/2023 10:59:59,07/03/2023 14:59:59,29/03/2023 17:59:59,20/04/2023 03:59:59","I feel focused, and Biology is manageable.",M,paras.khatiwada1402@school.edu,555-2402
1053,Priyanka Khatiwada,Dharan,10,98,81,1.64,3,Service,Others,10,PG,N,91.46,97,"Paid,Paid,Paid",2,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 10:59:59,05/03/2023 16:59:59,28/03/2023 22:59:59,18/04/2023 00:59:59","Everything is great, especially since energized, and Physics is really interesting.",M,priyanka.khatiwada1053@school.edu,555-2053
1396,Nischal Basnet,Lalitpur,9,48,92,0.64,5,Farmer,Service,IL,12,N,74.49,83,"Paid,Paid,Paid",3,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 20:59:59,11/03/2023 09:59:59,28/03/2023 17:59:59,20/04/2023 06:59:59","Things are neutral, and Biology is taking standard effort.",F,nischal.basnet1396@school.edu,555-2396
1143,Shrinkhala Shrestha,Kathmandu,11,18,28,1.2,15,Business,Service,IL,UM,Y,68.17,98,"Paid,Paid,Paid",1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","12/02/2023 13:59:59,11/03/2023 00:59:59,31/03/2023 04:59:59,25/04/2023 03:59:59","Lately, I've been burnt out because English is hard to keep up with.",M,shrinkhala.shrestha1143@school.edu,555-2143
1139,Namrata Shah,Butwal,10,84,85,0.94,1,Retired,Service,UM,12,N,90.07,85,"Paid,Paid,Paid",1,4,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 06:59:59,08/03/2023 22:59:59,30/03/2023 02:59:59,15/04/2023 01:59:59","It's a normal, and Mathematics is taking standard effort.",M,namrata.shah1139@school.edu,555-2139
1104,Paras Malla,Dharan,9,62,30,1.3,14,Farmer,Housewife,IL,UM,N,95.61,29,"Overdue,Paid,Paid",4,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","11/02/2023 12:59:59,10/03/2023 00:59:59,28/03/2023 15:59:59,16/04/2023 00:59:59","Honestly, I'm distracted because Biology is hard to keep up with.",M,paras.malla1104@school.edu,555-2104
1227,Priyanka Shah,Ghorahi,10,58,7,0.41,16,Business,Housewife,12,PG,N,61.9,93,"Overdue,Paid,Paid",1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 19:59:59,04/03/2023 19:59:59,29/03/2023 12:59:59,20/04/2023 04:59:59","Lately, I've been disinterested because Physics is confusing for me.",M,priyanka.shah1227@school.edu,555-2227
1484,Saugat Rai,Butwal,10,31,84,0.67,12,Farmer,Others,Degree,Degree,N,75.08,90,"Paid,Paid,Paid",1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 16:59:59,04/03/2023 06:59:59,30/03/2023 00:59:59,18/04/2023 17:59:59","Genuinely resilient, and Physics is going well.",F,saugat.rai1484@school.edu,555-2484
1184,Aayush Pathak,Dhangadhi,12,47,26,1.25,17,Business,Retired,IL,PG,N,67.26,91,"Overdue,Paid,Paid",3,1,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","14/02/2023 20:59:59,10/03/2023 08:59:59,30/03/2023 06:59:59,20/04/2023 03:59:59","Currently vibrant, and Biology is manageable.",M,aayush.pathak1184@school.edu,555-2184
1034,Rajesh Paudel,Lalitpur,11,49,79,0.48,9,Service,Others,10,Degree,Y,92.06,35,"Paid,Paid,Overdue",1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","16/02/2023 01:59:59,11/03/2023 13:59:59,29/03/2023 17:59:59,21/04/2023 07:59:59","Lately, I've been lonely because Physics is confusing for me.",M,rajesh.paudel1034@school.edu,555-2034
1190,Keki Karki,Bharatpur,11,83,22,1.61,17,Business,Business,10,12,Y,65.52,66,"Paid,Paid,Paid",3,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","16/02/2023 07:59:59,08/03/2023 14:59:59,04/04/2023 11:59:59,26/04/2023 01:59:59","To be fair, I'm lonely because Biology is stressing me out.",M,keki.karki1190@school.edu,555-2190
1001,Swastima Magar,Dharan,12,75,54,1.55,6,Other,Business,IL,12,Y,63.01,30,"Paid,Paid,Paid",5,4,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","26/02/2023 13:59:59,15/03/2023 01:59:59,08/04/2023 19:59:59,29/04/2023 23:59:59","Lately, I've been confused because Biology is stressing me out.",F,swastima.magar1001@school.edu,555-2001
1098,Aayush Thapa,Hetauda,12,26,36,0.18,15,Retired,Retired,10,UM,Y,63.88,6,"Overdue,Paid,Paid",5,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","15/02/2023 16:59:59,10/03/2023 20:59:59,29/03/2023 04:59:59,22/04/2023 05:59:59",I'm feeling disinterested because Biology is stressing me out.,M,aayush.thapa1098@school.edu,555-2098
1226,Paras Shrestha,Ghorahi,9,13,96,0.5,7,Retired,Service,IL,UM,N,85.39,21,"Overdue,Overdue,Overdue",2,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 21:59:59,12/03/2023 20:59:59,26/03/2023 14:59:59,17/04/2023 17:59:59","Lately, I've been overwhelmed because Nepali is hard to keep up with.",M,paras.shrestha1226@school.edu,555-2226
1188,Saugat Lamichhane,Pokhara,10,65,59,1.57,7,Service,Service,10,PG,N,83.33,62,"Paid,Paid,Paid",2,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 00:59:59,09/03/2023 19:59:59,31/03/2023 00:59:59,19/04/2023 13:59:59","Mostly balanced, and Physics is part of my routine.",M,saugat.lamichhane1188@school.edu,555-2188
1160,Anmol Adhikari,Janakpur,9,35,77,1.11,17,Service,Housewife,PG,IL,N,66.92,81,"Paid,Paid,Paid",4,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","12/02/2023 23:59:59,10/03/2023 22:59:59,31/03/2023 23:59:59,15/04/2023 10:59:59","It's a neutral, and Physics is taking standard effort.",F,anmol.adhikari1160@school.edu,555-2160
1331,Namrata Shah,Dharan,11,15,9,0.71,11,Service,Business,12,PG,Y,97.23,73,"Overdue,Paid,Overdue",2,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 11:59:59,08/03/2023 20:59:59,31/03/2023 17:59:59,22/04/2023 13:59:59","Lately, I've been very tired because English is stressing me out.",F,namrata.shah1331@school.edu,555-2331
1431,Shilpa Malla,Bharatpur,9,72,39,0.45,13,Other,Housewife,PG,UM,Y,99.85,29,"Paid,Overdue,Paid",4,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 07:59:59,12/03/2023 21:59:59,01/04/2023 11:59:59,20/04/2023 00:59:59","Currently, I'm lonely because English is taking up all my energy.",F,shilpa.malla1431@school.edu,555-2431
1026,Keki Raut,Pokhara,11,88,97,0.31,14,Other,Service,PG,UM,N,93.05,82,"Paid,Paid,Paid",3,3,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 06:59:59,09/03/2023 02:59:59,30/03/2023 16:59:59,20/04/2023 09:59:59","I'm feeling balanced, and Biology is moving along.",F,keki.raut1026@school.edu,555-2026
1416,Sushma Shah,Dhangadhi,12,99,95,1.39,17,Other,Service,12,12,N,89.49,86,"Paid,Paid,Paid",1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","15/02/2023 06:59:59,07/03/2023 01:59:59,29/03/2023 06:59:59,17/04/2023 17:59:59","Genuinely optimistic, and Chemistry is better than I thought.",F,sushma.shah1416@school.edu,555-2416
1177,Shilpa Karki,Itahari,12,25,62,1.63,3,Business,Others,IL,PG,N,80.3,41,"Paid,Overdue,Paid",3,3,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","15/02/2023 04:59:59,07/03/2023 08:59:59,30/03/2023 14:59:59,21/04/2023 07:59:59","Currently, I'm confused because Physics is taking up all my energy.",F,shilpa.karki1177@school.edu,555-2177
1386,Arpan Baniya,Butwal,9,58,4,0.98,15,Service,Retired,IL,IL,N,83.27,17,"Paid,Paid,Paid",3,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","12/02/2023 07:59:59,15/03/2023 15:59:59,27/03/2023 21:59:59,19/04/2023 08:59:59",I'm feeling tense because English is stressing me out.,M,arpan.baniya1386@school.edu,555-2386
1091,Priyanka Tamang,Hetauda,9,85,55,0.95,1,Business,Retired,Degree,IL,Y,50.02,18,"Paid,Paid,Paid",4,7,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","23/02/2023 11:59:59,24/03/2023 12:59:59,05/04/2023 02:59:59,25/04/2023 21:59:59",I'm feeling isolated because Nepali is too much right now.,F,priyanka.tamang1091@school.edu,555-2091
1351,Sandeep Rai,Biratnagar,10,88,99,1.52,6,Farmer,Retired,12,Degree,N,90.54,100,"Paid,Paid,Paid",5,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 04:59:59,06/03/2023 03:59:59,29/03/2023 17:59:59,20/04/2023 15:59:59","I feel focused, and Physics is manageable.",M,sandeep.rai1351@school.edu,555-2351
1366,Dayahang Basnet,Janakpur,11,85,92,1.64,19,Farmer,Service,PG,UM,N,86.34,83,"Paid,Paid,Paid",4,4,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 02:59:59,08/03/2023 13:59:59,01/04/2023 01:59:59,20/04/2023 11:59:59","Things are neutral, and English is moving along.",F,dayahang.basnet1366@school.edu,555-2366
